customer_id,brand_id,snapshot_date,cohort_month,first_order_date,last_order_date,days_since_last_order,total_orders,orders_last_90d,orders_last_30d,total_revenue,avg_order_value,return_rate,acquisition_channel,acquisition_campaign,cac,ltv_12m,ltv_cac_ratio,discount_orders_share,avg_discount_pct,discount_dependency_index,top_category,price_band_preference,lifecycle_stage,active_30d,active_90d,churn_flag,email_opt_in,region,r_score,f_score,m_score
C0200,brand_a,11/1/2025,1/1/2025,1/28/2025,10/28/2025,4,3,1,1,192.27,64.09,0.121,Referral,Referral_VIP,14.13,268.26,18.99,0.138,0.202,0.028,Home Decor,Mid,Active,TRUE,TRUE,FALSE,TRUE,IN,5,3,4
C0201,brand_b,11/1/2025,8/1/2023,8/29/2023,7/9/2024,480,2,0,0,120.59,60.3,0.079,Influencer,TikTok_Creator_Summer,36.97,106.95,2.89,0.798,0.331,0.264,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,2,3
C0202,brand_a,11/1/2025,8/1/2024,8/1/2024,4/29/2025,186,3,0,0,141.12,47.04,0.043,Organic,Direct_Organic,6.35,175.59,27.65,0.026,0.295,0.008,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,3,3
C0203,brand_b,11/1/2025,4/1/2025,4/20/2025,5/21/2025,164,1,0,0,80.71,80.71,0.043,Organic,SEO_Landing,10.79,72.23,6.69,0.078,0.169,0.013,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,3,1,2
C0204,brand_c,11/1/2025,8/1/2024,8/27/2024,2/9/2025,265,2,0,0,120.86,60.43,0.209,Google Ads,Shopping_Campaign,35.59,117.78,3.31,0.495,0.27,0.134,Apparel,Mid,Churned,FALSE,FALSE,TRUE,FALSE,AU,2,2,3
C0205,brand_b,11/1/2025,1/1/2023,1/28/2023,3/14/2025,232,3,0,0,86.76,28.92,0.075,Google Ads,Brand_Search,22.78,74.76,3.28,0.213,0.147,0.031,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,3,2
C0206,brand_b,11/1/2025,9/1/2023,9/2/2023,12/21/2023,681,1,0,0,140.44,140.44,0.065,Meta Ads,Meta_BF_Sale,20.04,91.54,4.57,0.428,0.221,0.095,Skincare,High,Churned,FALSE,FALSE,TRUE,FALSE,IN,1,1,3
C0207,brand_a,11/1/2025,6/1/2025,6/15/2025,9/8/2025,54,3,2,0,141,47,0.039,Google Ads,Brand_Search,23.31,159.01,6.82,0.438,0.201,0.088,Skincare,High,Active,FALSE,TRUE,FALSE,TRUE,UK,5,3,3
C0208,brand_b,11/1/2025,6/1/2025,6/26/2025,9/28/2025,34,2,2,0,127.05,63.52,0.037,Influencer,TikTok_Creator_Summer,64.93,89.62,1.38,0.54,0.143,0.077,Skincare,Mid,Active,FALSE,TRUE,FALSE,FALSE,CA,5,2,3
C0209,brand_b,11/1/2025,6/1/2025,6/20/2025,9/5/2025,57,7,4,0,135.98,19.43,0.282,Google Ads,Shopping_Campaign,40.3,120.09,2.98,0.376,0.131,0.049,Apparel,Low,Active,FALSE,TRUE,FALSE,TRUE,US,5,5,3
C0210,brand_a,11/1/2025,1/1/2023,1/3/2023,1/22/2025,283,4,0,0,56.97,14.24,0.125,Meta Ads,Meta_BF_Sale,35.57,85.92,2.42,0.338,0.137,0.046,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,4,1
C0211,brand_b,11/1/2025,6/1/2025,6/6/2025,7/15/2025,109,1,0,0,29.72,29.72,0.121,Influencer,IG_Influencer_Spring,49.57,26.04,0.53,0.642,0.141,0.091,Accessories,Low,At-risk,FALSE,FALSE,FALSE,TRUE,AU,4,1,1
C0212,brand_b,11/1/2025,10/1/2024,10/10/2024,6/5/2025,149,5,0,0,106.87,21.37,0.075,Organic,SEO_Blog,1.97,119.68,60.75,0.185,0.292,0.054,Accessories,Low,At-risk,FALSE,FALSE,FALSE,FALSE,IN,4,5,2
C0213,brand_a,11/1/2025,5/1/2023,5/26/2023,3/20/2024,591,3,0,0,244.03,81.34,0.057,Meta Ads,Meta_BF_Sale,19.62,259.14,13.21,0.267,0.188,0.05,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,1,3,4
C0214,brand_b,11/1/2025,8/1/2024,8/31/2024,2/18/2025,256,5,0,0,580.7,116.14,0.082,Influencer,TikTok_Creator_Summer,36.45,462.19,12.68,0.573,0.167,0.096,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,5,5
C0215,brand_a,11/1/2025,5/1/2024,5/18/2024,9/27/2025,35,5,4,0,697.69,139.54,0.049,Influencer,TikTok_Creator_Summer,64.87,578.82,8.92,0.534,0.07,0.037,Skincare,High,Active,FALSE,TRUE,FALSE,TRUE,IN,5,5,5
C0216,brand_b,11/1/2025,10/1/2024,10/23/2024,4/8/2025,207,1,0,0,17.89,17.89,0.31,Google Ads,Generic_Search,24.13,19.76,0.82,0.373,0.339,0.126,Apparel,Low,Churned,FALSE,FALSE,TRUE,FALSE,CA,3,1,1
C0217,brand_a,11/1/2025,11/1/2023,11/22/2023,1/15/2025,290,2,0,0,62.84,31.42,0.121,Google Ads,Brand_Search,42.32,55.07,1.3,0.407,0.344,0.14,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,2,1
C0218,brand_a,11/1/2025,9/1/2025,9/7/2025,9/26/2025,36,6,3,0,475.5,79.25,0.081,Meta Ads,Meta_Retargeting,17.16,555.97,32.4,0.636,0.156,0.099,Home Decor,Mid,Active,FALSE,TRUE,FALSE,TRUE,CA,5,5,5
C0219,brand_c,11/1/2025,4/1/2025,4/9/2025,4/19/2025,196,3,0,0,268.59,89.53,0.012,Influencer,IG_Influencer_Spring,85.92,134.85,1.57,0.932,0.294,0.274,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,3,4
C0220,brand_a,11/1/2025,4/1/2025,4/16/2025,6/23/2025,131,1,0,0,135.64,135.64,0.067,Meta Ads,Meta_Retargeting,20.08,147.4,7.34,0.438,0.146,0.064,Skincare,High,At-risk,FALSE,FALSE,FALSE,FALSE,UK,4,1,3
C0221,brand_a,11/1/2025,12/1/2024,12/22/2024,6/12/2025,142,1,0,0,38.89,38.89,0.035,Google Ads,Shopping_Campaign,20.38,37.87,1.86,0.477,0.064,0.031,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,1,1
C0222,brand_c,11/1/2025,10/1/2025,10/1/2025,10/7/2025,25,2,1,1,118.74,59.37,0.062,Google Ads,Brand_Search,49.97,80.37,1.61,0.439,0.343,0.151,Supplements,Mid,Active,TRUE,TRUE,FALSE,TRUE,AU,5,2,3
C0223,brand_a,11/1/2025,6/1/2024,6/10/2024,3/3/2025,243,2,0,0,115.39,57.7,0.163,Referral,Referral_Program,4.54,179.8,39.6,0.096,0.064,0.006,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,2,2
C0224,brand_c,11/1/2025,7/1/2025,7/4/2025,8/31/2025,62,1,1,0,40.41,40.41,0.169,Google Ads,Generic_Search,36.4,36.85,1.01,0.419,0.074,0.031,Apparel,Mid,Active,FALSE,TRUE,FALSE,FALSE,AU,5,1,1
C0225,brand_c,11/1/2025,10/1/2023,10/31/2023,7/27/2024,462,7,0,0,382.72,54.67,0.089,Influencer,TikTok_Creator_Summer,45.08,173.19,3.84,0.864,0.235,0.203,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,5,5
C0226,brand_a,11/1/2025,2/1/2024,2/16/2024,7/13/2025,111,2,0,0,329.16,164.58,0.017,Meta Ads,Meta_BF_Sale,18.6,316.99,17.04,0.576,0.349,0.201,Skincare,High,At-risk,FALSE,FALSE,FALSE,TRUE,AU,4,2,5
C0227,brand_b,11/1/2025,11/1/2024,11/27/2024,2/21/2025,253,2,0,0,288.56,144.28,0.053,Influencer,IG_Influencer_Spring,40.64,335.27,8.25,0.463,0.229,0.106,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,US,3,2,4
C0228,brand_b,11/1/2025,11/1/2024,11/7/2024,7/10/2025,114,3,0,0,199.81,66.6,0.173,Organic,SEO_Blog,10.85,253.26,23.34,0.207,0.255,0.053,Home Decor,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,AU,4,3,4
C0229,brand_a,11/1/2025,8/1/2024,8/7/2024,3/12/2025,234,1,0,0,85.12,85.12,0.048,Google Ads,Shopping_Campaign,44.3,96.32,2.17,0.204,0.234,0.048,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,EU_Other,3,1,2
C0230,brand_a,11/1/2025,1/1/2023,1/20/2023,1/8/2025,297,2,0,0,42.06,21.03,0.243,Meta Ads,Meta_Retargeting,21.04,43.27,2.06,0.325,0.326,0.106,Apparel,Low,Churned,FALSE,FALSE,TRUE,FALSE,UK,2,2,1
C0231,brand_a,11/1/2025,2/1/2023,2/27/2023,4/30/2025,185,6,0,0,205.37,34.23,0.075,Google Ads,Generic_Search,29.85,218.18,7.31,0.49,0.247,0.121,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,5,4
C0232,brand_a,11/1/2025,1/1/2023,1/9/2023,1/22/2024,649,7,0,0,357.53,51.08,0.087,Meta Ads,Meta_BF_Sale,23.61,465.07,19.7,0.47,0.091,0.043,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,5,5
C0233,brand_a,11/1/2025,2/1/2023,2/2/2023,4/3/2025,212,3,0,0,228.23,76.08,0.091,Google Ads,Brand_Search,26.27,272.75,10.38,0.424,0.294,0.124,Accessories,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,3,3,4
C0234,brand_c,11/1/2025,3/1/2024,3/24/2024,5/30/2024,520,5,0,0,223.78,44.76,0.069,Organic,SEO_Blog,12.83,153.34,11.95,0.239,0.243,0.058,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,5,4
C0235,brand_c,11/1/2025,6/1/2025,6/5/2025,6/24/2025,130,2,0,0,42.47,21.24,0.122,Organic,SEO_Landing,4.88,27.61,5.66,0.205,0.327,0.067,Accessories,Low,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,2,1
C0236,brand_a,11/1/2025,3/1/2025,3/26/2025,9/5/2025,57,8,3,0,688.67,86.08,0.056,Organic,SEO_Blog,6.94,994.36,143.28,0.022,0.263,0.006,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,UK,5,5,5
C0237,brand_a,11/1/2025,3/1/2023,3/4/2023,3/25/2025,221,4,0,0,238.26,59.56,0.197,Influencer,IG_Influencer_Spring,36.75,298.21,8.11,0.785,0.262,0.206,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,3,4,4
C0238,brand_c,11/1/2025,9/1/2025,9/25/2025,10/14/2025,18,4,3,3,504.89,126.22,0.087,Meta Ads,Meta_Prospecting,43.99,440.38,10.01,0.705,0.338,0.239,Skincare,High,Active,TRUE,TRUE,FALSE,TRUE,UK,5,4,5
C0239,brand_b,11/1/2025,3/1/2023,3/30/2023,6/23/2024,496,1,0,0,56.74,56.74,0.089,Meta Ads,Meta_Prospecting,33.12,46.25,1.4,0.418,0.11,0.046,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,1,1,1
C0240,brand_b,11/1/2025,4/1/2024,4/1/2024,4/28/2025,187,1,0,0,20.57,20.57,0.248,Organic,SEO_Landing,8.08,24.09,2.98,0.032,0.074,0.002,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,1,1
C0241,brand_a,11/1/2025,5/1/2024,5/6/2024,10/28/2025,4,3,3,3,187.02,62.34,0.024,Google Ads,Brand_Search,35.27,204.26,5.79,0.311,0.083,0.026,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,CA,5,3,4
C0242,brand_b,11/1/2025,1/1/2024,1/12/2024,9/12/2024,415,8,0,0,433.88,54.24,0.148,Organic,Direct_Organic,3.37,534.25,158.53,0.206,0.196,0.04,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,5,5
C0243,brand_c,11/1/2025,3/1/2023,3/24/2023,5/14/2024,536,6,0,0,430.67,71.78,0.046,Influencer,TikTok_Creator_Summer,87.58,307.85,3.52,0.97,0.245,0.238,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,5,5
C0244,brand_a,11/1/2025,9/1/2023,9/22/2023,5/20/2025,165,3,0,0,188.91,62.97,0.304,Organic,SEO_Blog,1.65,271.69,164.66,0.23,0.302,0.07,Apparel,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,3,3,4
C0245,brand_a,11/1/2025,1/1/2024,1/29/2024,12/15/2024,321,1,0,0,49.71,49.71,0.051,Referral,Referral_Program,16.4,80.12,4.89,0.147,0.261,0.038,Supplements,Mid,Churned,FALSE,FALSE,TRUE,FALSE,EU_Other,2,1,1
C0246,brand_b,11/1/2025,8/1/2025,8/3/2025,8/29/2025,64,1,1,0,129.24,129.24,0.039,Meta Ads,Meta_Prospecting,31.49,141.96,4.51,0.609,0.206,0.126,Supplements,High,Active,FALSE,TRUE,FALSE,TRUE,UK,4,1,3
C0247,brand_c,11/1/2025,4/1/2024,4/7/2024,4/21/2024,559,2,0,0,126.79,63.4,0.178,Organic,SEO_Landing,16.93,115.61,6.83,0.336,0.064,0.022,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,2,3
C0248,brand_a,11/1/2025,11/1/2023,11/21/2023,8/7/2024,451,2,0,0,368.21,184.1,0.075,Organic,SEO_Landing,3.89,515.12,132.42,0.157,0.271,0.042,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,2,5
C0249,brand_b,11/1/2025,3/1/2023,3/20/2023,5/14/2024,536,2,0,0,149.99,75,0.03,Meta Ads,Meta_Retargeting,38.58,170.93,4.43,0.473,0.134,0.063,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,1,2,3
C0250,brand_b,11/1/2025,8/1/2023,8/12/2023,12/3/2023,699,5,0,0,208.63,41.73,0.059,Meta Ads,Meta_BF_Sale,32.04,168.76,5.27,0.626,0.188,0.118,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,5,4
C0251,brand_a,11/1/2025,8/1/2024,8/1/2024,7/15/2025,109,1,0,0,31.95,31.95,0.307,Meta Ads,Meta_Prospecting,16.4,35.12,2.14,0.472,0.069,0.032,Apparel,Low,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,4,1,1
C0252,brand_a,11/1/2025,10/1/2024,10/4/2024,6/3/2025,151,1,0,0,64.62,64.62,0.078,Google Ads,Generic_Search,22.39,55.1,2.46,0.435,0.177,0.077,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,UK,3,1,1
C0253,brand_b,11/1/2025,6/1/2023,6/25/2023,6/20/2024,499,2,0,0,50.05,25.02,0.157,Organic,SEO_Landing,8.89,56.06,6.31,0.083,0.325,0.027,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,2,1
C0254,brand_a,11/1/2025,4/1/2023,4/6/2023,10/18/2025,14,2,1,1,98.04,49.02,0.097,Google Ads,Generic_Search,22.2,125.34,5.65,0.239,0.092,0.022,Home Decor,Mid,Active,TRUE,TRUE,FALSE,TRUE,IN,5,2,2
C0255,brand_a,11/1/2025,4/1/2025,4/19/2025,10/28/2025,4,1,1,1,21.17,21.17,0.248,Meta Ads,Meta_Retargeting,31.01,27.62,0.89,0.439,0.273,0.12,Apparel,Low,New,TRUE,TRUE,FALSE,FALSE,UK,5,1,1
C0256,brand_c,11/1/2025,10/1/2025,10/25/2025,10/28/2025,4,2,1,1,283.97,141.99,0.044,Meta Ads,Meta_Prospecting,39.34,218.76,5.56,0.417,0.266,0.111,Supplements,High,Active,TRUE,TRUE,FALSE,TRUE,UK,5,2,4
C0257,brand_b,11/1/2025,3/1/2025,3/17/2025,4/20/2025,195,2,0,0,186.93,93.46,0.073,Referral,Referral_VIP,7.81,243.13,31.13,0.231,0.253,0.058,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,3,2,4
C0258,brand_c,11/1/2025,8/1/2024,8/22/2024,9/12/2024,415,8,0,0,144.39,18.05,0.137,Meta Ads,Meta_BF_Sale,38.41,110.93,2.89,0.673,0.144,0.097,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,US,2,5,3
C0259,brand_a,11/1/2025,10/1/2023,10/8/2023,11/30/2024,336,1,0,0,55.66,55.66,0.124,Influencer,IG_Influencer_Spring,54.45,37.5,0.69,0.529,0.056,0.03,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,1,1
C0260,brand_a,11/1/2025,5/1/2023,5/16/2023,9/21/2025,41,1,1,0,141.64,141.64,0.142,Google Ads,Brand_Search,26.01,209.76,8.06,0.158,0.311,0.049,Home Decor,Premium,Active,FALSE,TRUE,FALSE,FALSE,EU_Other,5,1,3
C0261,brand_b,11/1/2025,9/1/2025,9/1/2025,9/10/2025,52,1,1,0,18.66,18.66,0.133,Google Ads,Brand_Search,41.81,20.78,0.5,0.328,0.148,0.049,Apparel,Low,Active,FALSE,TRUE,FALSE,TRUE,US,5,1,1
C0262,brand_a,11/1/2025,10/1/2023,10/18/2023,9/28/2025,34,2,1,0,225.15,112.58,0.149,Google Ads,Generic_Search,26.13,193.46,7.4,0.469,0.328,0.154,Home Decor,High,Active,FALSE,TRUE,FALSE,TRUE,CA,5,2,4
C0263,brand_c,11/1/2025,10/1/2023,10/9/2023,4/13/2024,567,3,0,0,166.19,55.4,0.036,Meta Ads,Meta_Prospecting,44.43,144.35,3.25,0.615,0.215,0.132,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,1,4,3
C0264,brand_a,11/1/2025,3/1/2025,3/13/2025,7/23/2025,101,7,0,0,192.91,27.56,0.148,Google Ads,Shopping_Campaign,29.79,167.23,5.61,0.372,0.259,0.096,Accessories,Low,At-risk,FALSE,FALSE,FALSE,TRUE,AU,4,5,4
C0265,brand_a,11/1/2025,2/1/2025,2/21/2025,6/29/2025,125,6,0,0,386.81,64.47,0.145,Referral,Referral_VIP,11.19,548.62,49.03,0.167,0.272,0.045,Home Decor,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,5,5
C0266,brand_a,11/1/2025,4/1/2025,4/14/2025,6/24/2025,130,2,0,0,88.49,44.24,0.043,Google Ads,Brand_Search,36.47,105.53,2.89,0.157,0.293,0.046,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,2,2
C0267,brand_a,11/1/2025,2/1/2024,2/29/2024,6/8/2025,146,1,0,0,18.77,18.77,0.286,Google Ads,Brand_Search,42.05,24.72,0.59,0.387,0.311,0.12,Apparel,Low,At-risk,FALSE,FALSE,FALSE,FALSE,IN,4,1,1
C0268,brand_a,11/1/2025,1/1/2024,1/28/2024,5/17/2025,168,3,0,0,173.67,57.89,0.049,Google Ads,Brand_Search,31.3,222.41,7.11,0.367,0.23,0.084,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,UK,3,4,3
C0269,brand_a,11/1/2025,6/1/2023,6/13/2023,12/5/2024,331,2,0,0,59.64,29.82,0.081,Meta Ads,Meta_BF_Sale,29.17,67.05,2.3,0.343,0.175,0.06,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,2,2,1
C0270,brand_b,11/1/2025,3/1/2024,3/11/2024,3/22/2025,224,1,0,0,50.39,50.39,0.176,Google Ads,Generic_Search,38.71,61.19,1.58,0.424,0.202,0.086,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,1,1
C0271,brand_a,11/1/2025,4/1/2023,4/17/2023,11/10/2024,356,5,0,0,226.28,45.26,0.013,Organic,SEO_Landing,0.97,235.69,242.98,0.186,0.344,0.064,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,5,4
C0272,brand_a,11/1/2025,9/1/2025,9/12/2025,10/20/2025,12,3,1,1,169.92,56.64,0.082,Meta Ads,Meta_Retargeting,28.73,244.78,8.52,0.432,0.112,0.048,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,IN,5,4,3
C0273,brand_a,11/1/2025,6/1/2024,6/5/2024,12/2/2024,334,2,0,0,120.93,60.46,0.06,Meta Ads,Meta_BF_Sale,17.12,168.99,9.87,0.428,0.151,0.065,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,2,3
C0274,brand_a,11/1/2025,9/1/2024,9/28/2024,8/7/2025,86,4,1,0,434.65,108.66,0.195,Meta Ads,Meta_Prospecting,26.21,441.67,16.85,0.335,0.347,0.116,Home Decor,Premium,Active,FALSE,TRUE,FALSE,TRUE,US,4,4,5
C0275,brand_b,11/1/2025,8/1/2025,8/12/2025,9/10/2025,52,5,4,0,429.21,85.84,0.16,Organic,SEO_Blog,1.6,499.16,311.98,0.113,0.344,0.039,Home Decor,High,Active,FALSE,TRUE,FALSE,TRUE,CA,5,5,5
C0276,brand_a,11/1/2025,1/1/2025,1/29/2025,8/19/2025,74,6,2,0,698.01,116.34,0.168,Referral,Referral_VIP,12.72,1037.81,81.59,0.298,0.165,0.049,Home Decor,High,Active,FALSE,TRUE,FALSE,TRUE,AU,4,5,5
C0277,brand_b,11/1/2025,2/1/2024,2/19/2024,4/28/2024,552,2,0,0,235.15,117.58,0.228,Google Ads,Shopping_Campaign,42.19,206.86,4.9,0.15,0.168,0.025,Apparel,High,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,2,4
C0278,brand_a,11/1/2025,8/1/2024,8/10/2024,1/26/2025,279,1,0,0,77.04,77.04,0.175,Organic,SEO_Landing,10.61,135.48,12.77,0.078,0.188,0.015,Accessories,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,2,1,2
C0279,brand_b,11/1/2025,6/1/2023,6/2/2023,10/24/2024,373,2,0,0,118.66,59.33,0.156,Meta Ads,Meta_BF_Sale,30.98,125.48,4.05,0.478,0.238,0.114,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,2,2,3
C0280,brand_a,11/1/2025,2/1/2024,2/27/2024,10/30/2025,2,7,1,1,705.36,100.77,0.113,Meta Ads,Meta_BF_Sale,35.79,884.5,24.71,0.303,0.236,0.071,Home Decor,High,Active,TRUE,TRUE,FALSE,TRUE,EU_Other,5,5,5
C0281,brand_c,11/1/2025,2/1/2023,2/25/2023,2/5/2024,635,1,0,0,100.55,100.55,0.06,Google Ads,Brand_Search,38.49,74.65,1.94,0.49,0.088,0.043,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,US,1,1,2
C0282,brand_a,11/1/2025,9/1/2023,9/16/2023,2/6/2025,268,7,0,0,100.97,14.42,0.316,Organic,Direct_Organic,0.15,139.79,931.93,0.051,0.209,0.011,Apparel,Low,Churned,FALSE,FALSE,TRUE,FALSE,US,2,5,2
C0283,brand_a,11/1/2025,6/1/2024,6/26/2024,7/8/2025,116,3,0,0,78.51,26.17,0.296,Organic,SEO_Landing,11.05,115.06,10.41,0.165,0.101,0.017,Apparel,Low,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,4,2
C0284,brand_b,11/1/2025,11/1/2024,11/5/2024,3/8/2025,238,1,0,0,42.44,42.44,0.048,Meta Ads,Meta_Prospecting,27.95,27.73,0.99,0.515,0.144,0.074,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,1,1
C0285,brand_a,11/1/2025,6/1/2025,6/6/2025,9/28/2025,34,5,1,0,252.32,50.46,0.054,Meta Ads,Meta_Prospecting,26.94,347.87,12.91,0.582,0.167,0.097,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,US,5,5,4
C0286,brand_b,11/1/2025,5/1/2023,5/21/2023,10/13/2024,384,3,0,0,76.03,25.34,0.129,Referral,Referral_VIP,17.71,101.24,5.72,0.335,0.12,0.04,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,4,2
C0287,brand_c,11/1/2025,3/1/2024,3/29/2024,4/29/2024,551,1,0,0,78.87,78.87,0.063,Google Ads,Brand_Search,35.2,52.09,1.48,0.558,0.21,0.117,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,1,2
C0288,brand_c,11/1/2025,8/1/2023,8/30/2023,6/7/2024,512,1,0,0,67.93,67.93,0.084,Google Ads,Shopping_Campaign,37.38,60.61,1.62,0.526,0.186,0.098,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,1,1,2
C0289,brand_b,11/1/2025,10/1/2023,10/14/2023,7/29/2024,460,5,0,0,306.07,61.21,0.027,Meta Ads,Meta_Prospecting,20.13,279.38,13.88,0.644,0.258,0.167,Supplements,Mid,Churned,FALSE,FALSE,TRUE,FALSE,CA,1,5,5
C0290,brand_c,11/1/2025,2/1/2024,2/19/2024,7/17/2024,472,3,0,0,84.63,28.21,0.181,Referral,Referral_Program,18.27,60.44,3.31,0.336,0.272,0.091,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,4,2
C0291,brand_a,11/1/2025,6/1/2023,6/12/2023,5/27/2025,158,2,0,0,335.74,167.87,0.057,Organic,SEO_Landing,2.88,523.87,181.9,0.184,0.087,0.016,Home Decor,High,At-risk,FALSE,FALSE,FALSE,TRUE,US,3,2,5
C0292,brand_c,11/1/2025,12/1/2023,12/7/2023,9/28/2024,399,3,0,0,339.46,113.15,0.069,Google Ads,Generic_Search,55.07,272.53,4.95,0.381,0.263,0.1,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,US,2,4,5
C0293,brand_a,11/1/2025,5/1/2025,5/2/2025,9/17/2025,45,2,2,0,62.67,31.34,0.175,Google Ads,Brand_Search,35.18,82.2,2.34,0.279,0.172,0.048,Accessories,Low,Active,FALSE,TRUE,FALSE,FALSE,AU,5,2,1
C0294,brand_c,11/1/2025,6/1/2024,6/5/2024,11/28/2024,338,2,0,0,125.86,62.93,0.152,Meta Ads,Meta_Retargeting,45.66,84.94,1.86,0.599,0.284,0.17,Accessories,Mid,Churned,FALSE,FALSE,TRUE,FALSE,EU_Other,2,2,3
C0295,brand_a,11/1/2025,4/1/2024,4/4/2024,6/10/2025,144,6,0,0,479.3,79.88,0.045,Meta Ads,Meta_Retargeting,17.41,632.69,36.34,0.436,0.133,0.058,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,5,5
C0296,brand_c,11/1/2025,10/1/2024,10/28/2024,12/2/2024,334,2,0,0,117.73,58.86,0.124,Influencer,TikTok_Creator_Summer,95.55,38.74,0.41,0.906,0.309,0.28,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,2,3
C0297,brand_c,11/1/2025,5/1/2025,5/18/2025,6/26/2025,128,2,0,0,79.27,39.64,0.275,Organic,SEO_Landing,7.16,72.97,10.19,0.28,0.26,0.073,Apparel,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,2,2
C0298,brand_c,11/1/2025,5/1/2025,5/4/2025,5/7/2025,178,3,0,0,62.7,20.9,0.079,Meta Ads,Meta_Prospecting,36.01,37.73,1.05,0.734,0.097,0.071,Accessories,Low,At-risk,FALSE,FALSE,FALSE,FALSE,UK,3,4,1
C0299,brand_a,11/1/2025,8/1/2024,8/21/2024,8/1/2025,92,1,0,0,122.25,122.25,0.023,Meta Ads,Meta_Retargeting,28.95,124.84,4.31,0.49,0.269,0.132,Supplements,High,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,1,3
