customer_id,cohort_month,first_order_date,last_order_date,days_since_last_order,total_orders,orders_last_90d,orders_last_30d,total_revenue,avg_order_value,return_rate,acquisition_channel,acquisition_campaign,cac,ltv_12m,ltv_cac_ratio,discount_orders_share,avg_discount_pct,discount_dependency_index,top_category,price_band_preference,lifecycle_stage,active_30d,active_90d,churn_flag,email_opt_in,region,r_score,f_score,m_score
C0219,8/1/2025,8/17/2025,9/19/2025,43,7,1,0,434.04,62.01,0.054,Google Ads,Generic_Search,42.11,390.48,9.27,0.387,0.087,0.034,Supplements,Mid,Active,FALSE,TRUE,FALSE,FALSE,CA,5,5,5
C0220,3/1/2024,3/28/2024,4/15/2025,200,5,0,0,468.18,93.64,0.088,Influencer,IG_Influencer_Spring,39.12,213.06,5.45,0.7,0.215,0.151,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,5,5
C0221,10/1/2025,10/16/2025,10/23/2025,9,3,1,1,192.22,64.07,0.022,Google Ads,Shopping_Campaign,25.3,164.5,6.5,0.306,0.257,0.079,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,AU,5,4,4
C0222,3/1/2025,3/26/2025,8/25/2025,68,2,2,0,68.27,34.14,0.177,Google Ads,Generic_Search,35.27,54.37,1.54,0.435,0.147,0.064,Home Decor,Mid,Active,FALSE,TRUE,FALSE,TRUE,IN,4,3,2
C0223,10/1/2024,10/20/2024,5/5/2025,180,2,0,0,85.43,42.72,0.051,Google Ads,Brand_Search,30.28,60.34,1.99,0.456,0.098,0.045,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,AU,3,3,2
C0224,6/1/2024,6/30/2024,5/16/2025,169,3,0,0,152.46,50.82,0.1,Google Ads,Generic_Search,41,128.68,3.14,0.169,0.13,0.022,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,AU,4,4,3
C0225,1/1/2023,1/17/2023,8/9/2023,815,2,0,0,111.11,55.56,0.092,Organic,SEO_Blog,13.5,103.99,7.7,0.036,0.119,0.004,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,1,3,3
C0226,6/1/2023,6/7/2023,8/19/2023,805,1,0,0,109.54,109.54,0.026,Google Ads,Shopping_Campaign,28.84,87.93,3.05,0.143,0.297,0.042,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,1,3
C0227,4/1/2024,4/21/2024,9/23/2024,404,2,0,0,63.02,31.51,0.058,Meta Ads,Meta_Prospecting,19.74,52.75,2.67,0.256,0.274,0.07,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,IN,2,3,2
C0228,6/1/2024,6/1/2024,5/14/2025,171,5,0,0,318.27,63.65,0.033,Influencer,IG_Influencer_Spring,61.22,143.37,2.34,0.424,0.335,0.142,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,AU,4,5,5
C0229,4/1/2023,4/9/2023,3/22/2024,589,2,0,0,131.79,65.9,0.206,Google Ads,Generic_Search,26.87,102.74,3.82,0.384,0.052,0.02,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,3,3
C0230,10/1/2023,10/7/2023,4/5/2024,575,1,0,0,57.28,57.28,0.022,Google Ads,Generic_Search,40.57,63,1.55,0.406,0.204,0.083,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,1,1
C0231,5/1/2024,5/11/2024,2/17/2025,257,4,0,0,303.86,75.96,0.025,Referral,Referral_VIP,11.36,304.13,26.77,0.312,0.207,0.064,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,3,4,5
C0232,10/1/2023,10/29/2023,6/11/2024,508,1,0,0,65.68,65.68,0.11,Organic,SEO_Landing,10.01,75.89,7.58,0.192,0.286,0.055,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,1,2
C0233,6/1/2023,6/30/2023,3/2/2024,609,1,0,0,158.43,158.43,0.107,Meta Ads,Meta_BF_Sale,16.91,135.69,8.02,0.362,0.051,0.018,Apparel,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,1,3
C0234,8/1/2024,8/29/2024,12/1/2024,335,1,0,0,56.87,56.87,0.021,Referral,Referral_Program,14.36,77.81,5.42,0.34,0.164,0.056,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,1,1
C0235,11/1/2024,11/30/2024,1/17/2025,288,2,0,0,87.72,43.86,0.183,Organic,SEO_Landing,6.78,82.23,12.13,0.149,0.052,0.008,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,3,2
C0236,9/1/2025,9/19/2025,10/22/2025,10,4,3,3,279.93,69.98,0.113,Google Ads,Generic_Search,34.67,302.89,8.74,0.297,0.346,0.103,Apparel,Mid,Active,TRUE,TRUE,FALSE,TRUE,EU_Other,5,4,4
C0237,7/1/2023,7/10/2023,8/11/2023,813,2,0,0,58.92,29.46,0.11,Meta Ads,Meta_BF_Sale,18.36,61.53,3.35,0.311,0.169,0.052,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,US,1,3,2
C0238,9/1/2023,9/10/2023,4/10/2024,570,1,0,0,122.42,122.42,0.195,Influencer,TikTok_Creator_Summer,59.47,49.05,0.82,0.744,0.294,0.219,Apparel,High,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,1,3
C0239,9/1/2025,9/7/2025,10/17/2025,15,5,1,1,157.64,31.53,0.118,Organic,SEO_Landing,12.94,198.25,15.32,0.125,0.143,0.018,Accessories,Low,Active,TRUE,TRUE,FALSE,TRUE,US,5,5,3
C0240,7/1/2025,7/16/2025,10/18/2025,14,5,3,2,131.93,26.39,0.071,Google Ads,Shopping_Campaign,25.42,119.88,4.72,0.475,0.253,0.12,Supplements,Mid,Active,TRUE,TRUE,FALSE,TRUE,US,5,5,3
C0241,5/1/2023,5/8/2023,9/16/2023,777,5,0,0,285.72,57.14,0.13,Influencer,IG_Influencer_Spring,33.83,151.81,4.49,0.46,0.071,0.032,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,5,4
C0242,1/1/2023,1/18/2023,1/27/2023,1009,1,0,0,113.62,113.62,0.111,Influencer,IG_Influencer_Spring,30.95,89.04,2.88,0.642,0.116,0.074,Home Decor,High,Churned,FALSE,FALSE,TRUE,FALSE,UK,1,1,3
C0243,7/1/2024,7/19/2024,12/25/2024,311,2,0,0,118.17,59.08,0.047,Meta Ads,Meta_BF_Sale,27.84,138.34,4.97,0.302,0.313,0.094,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,CA,3,3,3
C0244,7/1/2024,7/23/2024,3/7/2025,239,8,0,0,432.93,54.12,0.067,Google Ads,Shopping_Campaign,35.18,386.81,11,0.136,0.265,0.036,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,5,5
C0245,11/1/2024,11/16/2024,3/5/2025,241,4,0,0,133.97,33.49,0.073,Meta Ads,Meta_Prospecting,25.93,124.09,4.79,0.308,0.278,0.086,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,4,3
C0246,9/1/2024,9/17/2024,6/1/2025,153,1,0,0,119.03,119.03,0.161,Organic,SEO_Landing,3.48,144.69,41.58,0.217,0.052,0.011,Home Decor,High,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,1,3
C0247,5/1/2025,5/3/2025,7/27/2025,97,1,0,0,28.01,28.01,0.151,Meta Ads,Meta_BF_Sale,22.82,30.05,1.32,0.404,0.092,0.037,Accessories,Low,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,4,1,1
C0248,8/1/2025,8/19/2025,10/10/2025,22,2,1,1,149.64,74.82,0.022,Organic,SEO_Blog,8.92,187.87,21.06,0.26,0.311,0.081,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,EU_Other,5,3,3
C0249,6/1/2023,6/4/2023,12/16/2023,686,6,0,0,96.42,16.07,0.092,Influencer,IG_Influencer_Spring,49.87,71.95,1.44,0.609,0.183,0.112,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,5,2
C0250,5/1/2024,5/4/2024,11/11/2024,355,2,0,0,60.68,30.34,0.109,Influencer,IG_Influencer_Spring,69.51,31.66,0.46,0.552,0.265,0.146,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,3,2
C0251,2/1/2025,2/23/2025,7/30/2025,94,2,0,0,91.54,45.77,0.19,Google Ads,Generic_Search,23.41,98.19,4.19,0.243,0.13,0.032,Accessories,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,CA,4,3,2
C0252,9/1/2023,9/3/2023,6/23/2024,496,1,0,0,58.66,58.66,0.056,Influencer,TikTok_Creator_Summer,57.81,26.54,0.46,0.616,0.077,0.048,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,2,1,2
C0253,1/1/2025,1/28/2025,7/11/2025,113,3,0,0,316.77,105.59,0.077,Meta Ads,Meta_Prospecting,23.09,287.37,12.45,0.499,0.054,0.027,Skincare,High,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,4,5
C0254,6/1/2024,6/21/2024,3/25/2025,221,5,0,0,155.13,31.03,0.097,Influencer,IG_Influencer_Spring,47.13,102.4,2.17,0.722,0.105,0.076,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,US,3,5,3
C0255,7/1/2025,7/9/2025,9/13/2025,49,2,1,0,211.89,105.94,0.086,Meta Ads,Meta_Retargeting,29.35,217.46,7.41,0.293,0.241,0.071,Skincare,High,Active,FALSE,TRUE,FALSE,TRUE,US,4,3,4
C0256,2/1/2024,2/12/2024,6/21/2024,498,4,0,0,170.98,42.74,0.033,Google Ads,Generic_Search,37.31,120.73,3.24,0.497,0.283,0.141,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,4,4
C0257,6/1/2024,6/8/2024,9/28/2024,399,7,0,0,193.29,27.61,0.1,Influencer,TikTok_Creator_Summer,69.65,152.75,2.19,0.513,0.103,0.053,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,5,4
C0258,4/1/2025,4/7/2025,8/25/2025,68,1,1,0,23.33,23.33,0.175,Meta Ads,Meta_BF_Sale,17.57,22.04,1.25,0.546,0.183,0.1,Apparel,Low,Active,FALSE,TRUE,FALSE,FALSE,CA,4,1,1
C0259,6/1/2025,6/21/2025,9/21/2025,41,2,1,0,111.63,55.82,0.05,Meta Ads,Meta_Retargeting,17.08,107.45,6.29,0.255,0.309,0.079,Supplements,Mid,Active,FALSE,TRUE,FALSE,FALSE,CA,5,3,3
C0260,2/1/2023,2/5/2023,1/14/2024,657,1,0,0,35.78,35.78,0.112,Organic,SEO_Blog,10.87,43.79,4.03,0.245,0.345,0.085,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,US,1,1,1
C0261,11/1/2024,11/15/2024,2/6/2025,268,4,0,0,500.24,125.06,0.088,Organic,SEO_Landing,8.68,526.11,60.61,0.273,0.306,0.083,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,4,5
C0262,1/1/2023,1/20/2023,11/13/2023,719,3,0,0,314.97,104.99,0.064,Organic,Direct_Organic,4.11,289.42,70.42,0.016,0.081,0.001,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,4,5
C0263,11/1/2023,11/17/2023,4/9/2024,571,3,0,0,113.51,37.84,0.049,Organic,Direct_Organic,1.19,110.17,92.58,0.171,0.209,0.036,Supplements,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,2,4,3
C0264,5/1/2024,5/26/2024,2/28/2025,246,4,0,0,278.76,69.69,0.056,Google Ads,Shopping_Campaign,22.14,301.72,13.63,0.283,0.169,0.048,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,3,4,4
C0265,2/1/2024,2/4/2024,3/5/2025,241,2,0,0,134.18,67.09,0.035,Meta Ads,Meta_Prospecting,32.88,111.12,3.38,0.372,0.221,0.082,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,3,3
C0266,10/1/2024,10/15/2024,2/16/2025,258,6,0,0,565.64,94.27,0.157,Google Ads,Brand_Search,24.8,476.25,19.2,0.101,0.128,0.013,Home Decor,High,Churned,FALSE,FALSE,TRUE,FALSE,EU_Other,3,5,5
C0267,8/1/2025,8/29/2025,10/30/2025,2,2,2,1,71.52,35.76,0.163,Meta Ads,Meta_Retargeting,21.47,71.61,3.34,0.407,0.267,0.109,Accessories,Mid,Active,TRUE,TRUE,FALSE,TRUE,EU_Other,5,3,2
C0268,4/1/2024,4/15/2024,9/4/2024,423,1,0,0,93.76,93.76,0.247,Referral,Referral_VIP,8.4,112.26,13.36,0.07,0.214,0.015,Apparel,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,1,2
C0269,4/1/2025,4/13/2025,9/24/2025,38,3,3,0,76.09,25.36,0.181,Organic,SEO_Landing,5.32,68.6,12.89,0.214,0.183,0.039,Accessories,Low,Active,FALSE,TRUE,FALSE,TRUE,IN,5,4,2
C0270,12/1/2024,12/27/2024,8/1/2025,92,4,0,0,490.02,122.5,0.144,Google Ads,Generic_Search,21.74,441.25,20.3,0.111,0.185,0.02,Home Decor,High,At-risk,FALSE,FALSE,FALSE,TRUE,US,4,4,5
C0271,5/1/2025,5/3/2025,9/7/2025,55,2,1,0,91.07,45.54,0.146,Google Ads,Brand_Search,32.98,77.73,2.36,0.219,0.329,0.072,Apparel,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,4,3,2
C0272,2/1/2023,2/20/2023,3/2/2024,609,5,0,0,328.9,65.78,0.156,Referral,Referral_VIP,6.01,456.79,76,0.05,0.246,0.012,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,5,5
C0273,7/1/2024,7/28/2024,4/1/2025,214,6,0,0,261.08,43.51,0.162,Meta Ads,Meta_Retargeting,31.01,225.49,7.27,0.221,0.184,0.041,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,3,5,4
C0274,5/1/2023,5/30/2023,9/11/2023,782,1,0,0,38.55,38.55,0.032,Organic,SEO_Blog,3.51,40.16,11.44,0.166,0.139,0.023,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,1,1
C0275,11/1/2023,11/10/2023,8/7/2024,451,8,0,0,323.15,40.39,0.061,Google Ads,Shopping_Campaign,33.5,280.43,8.37,0.282,0.099,0.028,Accessories,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,2,5,5
C0276,7/1/2024,7/23/2024,10/23/2024,374,1,0,0,22.16,22.16,0.249,Organic,SEO_Landing,13.2,23.41,1.77,0.091,0.236,0.022,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,1,1
C0277,11/1/2023,11/1/2023,8/19/2024,439,1,0,0,44.72,44.72,0.242,Meta Ads,Meta_Prospecting,28.02,47.69,1.7,0.321,0.32,0.103,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,1,1
C0278,11/1/2024,11/12/2024,5/27/2025,158,1,0,0,27.83,27.83,0.147,Influencer,TikTok_Creator_Summer,51.32,14.13,0.28,0.714,0.182,0.13,Apparel,Low,At-risk,FALSE,FALSE,FALSE,FALSE,EU_Other,4,1,1
C0279,4/1/2025,4/17/2025,8/5/2025,88,6,3,0,294.72,49.12,0.162,Referral,Referral_VIP,9.87,320.78,32.5,0.016,0.2,0.003,Accessories,Mid,Active,FALSE,TRUE,FALSE,FALSE,CA,4,5,5
C0280,9/1/2025,9/29/2025,10/26/2025,6,3,2,2,207.35,69.12,0.074,Organic,Direct_Organic,5,247.1,49.42,0.229,0.13,0.03,Supplements,Mid,Active,TRUE,TRUE,FALSE,TRUE,CA,5,4,4
C0281,3/1/2024,3/19/2024,4/2/2025,213,1,0,0,26.06,26.06,0.066,Organic,SEO_Landing,10.04,28.67,2.86,0.242,0.126,0.03,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,EU_Other,3,1,1
C0282,9/1/2024,9/4/2024,3/28/2025,218,2,0,0,221.02,110.51,0.08,Referral,Referral_VIP,19.91,257.72,12.94,0.329,0.076,0.025,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,3,4
C0283,9/1/2025,9/19/2025,10/26/2025,6,3,1,1,146.18,48.73,0.163,Organic,SEO_Landing,9.93,141.46,14.25,0.26,0.2,0.052,Accessories,Mid,Active,TRUE,TRUE,FALSE,FALSE,AU,5,4,3
C0284,9/1/2023,9/21/2023,11/9/2023,723,1,0,0,25.27,25.27,0.155,Meta Ads,Meta_BF_Sale,26.16,22.11,0.85,0.319,0.13,0.041,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,1,1,1
C0285,9/1/2025,9/30/2025,10/26/2025,6,6,1,1,358.97,59.83,0.066,Organic,SEO_Blog,10.96,324.59,29.62,0.13,0.35,0.045,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,IN,5,5,5
C0286,1/1/2023,1/5/2023,4/3/2023,943,5,0,0,355.71,71.14,0.062,Organic,Direct_Organic,6.98,333.15,47.73,0.066,0.081,0.005,Accessories,Mid,Churned,FALSE,FALSE,TRUE,FALSE,AU,1,5,5
C0287,2/1/2025,2/12/2025,6/14/2025,140,2,0,0,39.01,19.5,0.118,Google Ads,Generic_Search,21.5,36,1.67,0.334,0.197,0.066,Accessories,Low,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,3,1
C0288,5/1/2025,5/26/2025,9/21/2025,41,7,2,0,427.95,61.14,0.248,Organic,SEO_Blog,8.43,537.83,63.8,0.157,0.25,0.039,Apparel,Mid,Active,FALSE,TRUE,FALSE,TRUE,EU_Other,5,5,5
C0289,9/1/2025,9/18/2025,10/8/2025,24,2,2,1,134.86,67.43,0.072,Referral,Referral_VIP,19.36,150.35,7.77,0.107,0.323,0.035,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,UK,5,3,3
C0290,6/1/2025,6/2/2025,9/28/2025,34,8,2,0,1101.16,137.65,0.083,Referral,Referral_Program,7.63,1245.52,163.24,0.174,0.089,0.015,Skincare,High,Active,FALSE,TRUE,FALSE,TRUE,UK,5,5,5
C0291,2/1/2023,2/16/2023,3/3/2023,974,3,0,0,520.57,173.52,0.164,Google Ads,Brand_Search,37.25,388.47,10.43,0.397,0.243,0.096,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,4,5
C0292,5/1/2025,5/16/2025,10/23/2025,9,3,3,2,112.86,37.62,0.166,Meta Ads,Meta_BF_Sale,19.02,107.83,5.67,0.326,0.236,0.077,Accessories,Mid,Active,TRUE,TRUE,FALSE,FALSE,IN,5,4,3
C0293,4/1/2025,4/2/2025,8/6/2025,87,1,1,0,66.66,66.66,0.07,Referral,Referral_Program,13.04,67.65,5.19,0.088,0.183,0.016,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,CA,4,1,2
C0294,7/1/2025,7/24/2025,10/3/2025,29,6,4,1,299.88,49.98,0.013,Influencer,TikTok_Creator_Summer,33.87,257.54,7.6,0.85,0.09,0.077,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,US,5,5,5
C0295,10/1/2024,10/17/2024,4/13/2025,202,2,0,0,234.23,117.12,0.047,Meta Ads,Meta_BF_Sale,24.01,250.45,10.43,0.355,0.296,0.105,Supplements,High,Churned,FALSE,FALSE,TRUE,FALSE,CA,3,3,4
C0296,9/1/2023,9/26/2023,1/17/2024,654,1,0,0,56.7,56.7,0.013,Referral,Referral_Program,16.34,79.17,4.85,0.388,0.186,0.072,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,1,1,1
C0297,1/1/2024,1/5/2024,7/8/2024,481,1,0,0,135.86,135.86,0.083,Influencer,TikTok_Creator_Summer,43.9,114.31,2.6,0.653,0.222,0.145,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,1,3
C0298,9/1/2024,9/27/2024,7/3/2025,121,3,0,0,376.74,125.58,0.092,Google Ads,Generic_Search,36.62,335,9.15,0.473,0.307,0.145,Home Decor,High,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,4,4,5
C0299,10/1/2024,10/18/2024,6/3/2025,151,2,0,0,110.46,55.23,0.061,Organic,Direct_Organic,11.93,122.38,10.26,0.051,0.181,0.009,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,4,3,3
C0300,4/1/2023,4/30/2023,8/14/2023,810,4,0,0,240.44,60.11,0.156,Google Ads,Shopping_Campaign,43.18,186.64,4.32,0.286,0.287,0.082,Apparel,High,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,4,4
C0301,4/1/2025,4/10/2025,8/12/2025,81,6,1,0,252.14,42.02,0.167,Meta Ads,Meta_BF_Sale,19.69,248.31,12.61,0.441,0.246,0.109,Accessories,Mid,Active,FALSE,TRUE,FALSE,FALSE,UK,4,5,4
C0302,1/1/2025,1/10/2025,5/15/2025,170,1,0,0,114.87,114.87,0.165,Google Ads,Shopping_Campaign,29.98,121.9,4.07,0.499,0.072,0.036,Home Decor,High,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,1,3
C0303,4/1/2023,4/27/2023,7/24/2023,831,4,0,0,210.65,52.66,0.18,Influencer,TikTok_Creator_Summer,36.1,89.62,2.48,0.512,0.172,0.088,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,1,4,4
C0304,3/1/2025,3/1/2025,6/15/2025,139,1,0,0,31.38,31.38,0.162,Meta Ads,Meta_Retargeting,34.85,35.94,1.03,0.339,0.056,0.019,Home Decor,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,CA,4,1,1
C0305,10/1/2025,10/9/2025,10/23/2025,9,5,4,1,139.27,27.85,0.153,Google Ads,Shopping_Campaign,43.18,116.48,2.7,0.137,0.254,0.035,Apparel,Mid,Active,TRUE,TRUE,FALSE,TRUE,AU,5,5,3
C0306,9/1/2024,9/25/2024,4/23/2025,192,5,0,0,137.27,27.45,0.13,Google Ads,Brand_Search,33.5,145.48,4.34,0.452,0.204,0.092,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,5,3
C0307,5/1/2024,5/27/2024,4/26/2025,189,2,0,0,72.5,36.25,0.179,Google Ads,Brand_Search,41.05,78.04,1.9,0.316,0.127,0.04,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,3,3,2
C0308,3/1/2025,3/12/2025,7/15/2025,109,4,0,0,371.32,92.83,0.033,Referral,Referral_Program,12.81,470.96,36.77,0.307,0.276,0.085,Supplements,High,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,4,5
C0309,7/1/2024,7/13/2024,12/10/2024,326,2,0,0,50.18,25.09,0.291,Google Ads,Brand_Search,35.59,48.46,1.36,0.335,0.114,0.038,Apparel,Low,Churned,FALSE,FALSE,TRUE,FALSE,CA,3,3,1
C0310,5/1/2024,5/2/2024,5/5/2025,180,2,0,0,294.55,147.28,0.019,Google Ads,Brand_Search,22.23,259.53,11.67,0.139,0.069,0.01,Supplements,High,At-risk,FALSE,FALSE,FALSE,TRUE,UK,3,3,5
C0311,6/1/2025,6/15/2025,10/2/2025,30,5,4,3,218.44,43.69,0.104,Organic,Direct_Organic,11.33,269.6,23.8,0.178,0.298,0.053,Apparel,Mid,Active,TRUE,TRUE,FALSE,TRUE,CA,5,5,4
C0312,12/1/2024,12/4/2024,1/15/2025,290,2,0,0,109.96,54.98,0.073,Google Ads,Generic_Search,23.19,119.27,5.14,0.443,0.189,0.084,Supplements,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,3,3,3
C0313,8/1/2024,8/3/2024,2/1/2025,273,2,0,0,110.67,55.34,0.06,Meta Ads,Meta_BF_Sale,31.52,122.85,3.9,0.514,0.334,0.172,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,3,3
C0314,2/1/2025,2/28/2025,8/30/2025,63,2,2,0,94.48,47.24,0.179,Google Ads,Brand_Search,39.55,89.64,2.27,0.21,0.169,0.036,Home Decor,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,4,3,2
C0315,5/1/2025,5/10/2025,9/14/2025,48,5,3,0,279.83,55.97,0.077,Meta Ads,Meta_Prospecting,29.17,291.78,10,0.573,0.151,0.087,Supplements,Mid,Active,FALSE,TRUE,FALSE,TRUE,EU_Other,4,5,4
C0316,9/1/2023,9/4/2023,5/11/2024,539,2,0,0,124.52,62.26,0.127,Meta Ads,Meta_BF_Sale,15.72,141.93,9.03,0.566,0.344,0.195,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,3,3
C0317,6/1/2023,6/3/2023,1/12/2024,659,1,0,0,39.54,39.54,0.208,Google Ads,Shopping_Campaign,27.58,36.24,1.31,0.365,0.295,0.108,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,1,1
C0318,9/1/2025,9/23/2025,10/24/2025,8,4,2,2,65.66,16.42,0.078,Google Ads,Generic_Search,26.58,67.07,2.52,0.4,0.26,0.104,Accessories,Low,Active,TRUE,TRUE,FALSE,TRUE,AU,5,4,2
C0319,11/1/2024,11/27/2024,7/12/2025,112,5,0,0,347.53,69.51,0.186,Referral,Referral_VIP,10.4,418.27,40.22,0.123,0.067,0.008,Apparel,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,5,5
C0320,10/1/2025,10/5/2025,10/20/2025,12,1,1,1,75.16,75.16,0.016,Google Ads,Shopping_Campaign,22.19,54.49,2.46,0.237,0.25,0.059,Skincare,Mid,New,TRUE,TRUE,FALSE,TRUE,IN,5,1,2
C0321,4/1/2023,4/4/2023,11/10/2023,722,1,0,0,85.1,85.1,0.079,Organic,Direct_Organic,14.05,89.66,6.38,0.031,0.054,0.002,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,US,1,1,2
C0322,8/1/2025,8/15/2025,9/24/2025,38,1,1,0,59.84,59.84,0.035,Organic,Direct_Organic,8.31,64.49,7.76,0.042,0.265,0.011,Supplements,Mid,Active,FALSE,TRUE,FALSE,TRUE,AU,5,1,2
C0323,10/1/2025,10/8/2025,10/20/2025,12,2,2,1,134.23,67.11,0.107,Meta Ads,Meta_BF_Sale,21.11,114.99,5.45,0.589,0.345,0.203,Home Decor,Mid,Active,TRUE,TRUE,FALSE,FALSE,AU,5,3,3
C0324,3/1/2024,3/28/2024,2/25/2025,249,2,0,0,57.83,28.92,0.197,Organic,SEO_Blog,5.95,54.42,9.15,0.148,0.311,0.046,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,IN,3,3,1
C0325,6/1/2025,6/30/2025,9/14/2025,48,4,3,0,249.9,62.48,0.067,Meta Ads,Meta_Retargeting,23.94,253.45,10.59,0.495,0.2,0.099,Supplements,Mid,Active,FALSE,TRUE,FALSE,FALSE,IN,4,4,4
C0326,8/1/2023,8/6/2023,1/26/2024,645,3,0,0,161.72,53.91,0.062,Referral,Referral_VIP,14.01,167.23,11.94,0.229,0.091,0.021,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,4,4
C0327,4/1/2024,4/18/2024,7/24/2024,465,3,0,0,242.69,80.9,0.058,Meta Ads,Meta_Prospecting,25.31,223.56,8.83,0.575,0.156,0.089,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,4,4
C0328,3/1/2024,3/7/2024,2/15/2025,259,2,0,0,52.35,26.18,0.176,Google Ads,Brand_Search,42.98,52.24,1.22,0.278,0.251,0.07,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,AU,3,3,1
